Hero,Hero Name,Role,Element,Hero Skill Names,Hero Skill Descriptions,Hero Skill Turns,Soul Burn Count,Soul Burn Descriptions
c3092,Lena,warrior,ice,"[""You're Soft"", ""Power Strike"", ""Exposed!""]","[""Attacks with a strong fist, [b]increasing the caster's Combat Readiness[/b] by 20%."", ""[b]Increases Critical Hit Chance[/b] by [color=orange]50%[/color]."", ""Attacks all enemies with a powerful storm, [b]decreasing Combat Readiness[/b] by 20%, before [color=#1080e5]increasing Attack[/color] of the caster for 2 turns. Damage dealt increases proportional to the amount of the [b]enemy's lost Health[/b].""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c3152,Talaz,warrior,ice,"[""Casual Introduction"", ""Street Fighter"", ""Soulful Strike""]","[""Attacks the enemy and has a [color=orange]60%[/color] chance to [color=red]provoke[/color] for 1 turn."", ""When attacked, has a [color=orange]40%[/color] chance to [b]counterattack[/b]. After attacking with a basic skill, when Fighting Spirit is full, [b]consumes all Fighting Spirit[/b] to [b]increases Combat Readiness[/b] of the caster by 100% and fully [b]decrease cooldown[/b] of Soulful Strike."", ""Attacks the enemy with full power, and [color=#1080e5]increases Defense[/color] of the caster for 2 turns. When the target is inflicted with [color=red]provoke[/color] or [color=red]redirected provoke[/color], increases damage dealt.""]","['', '', '5 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c3032,Taranor Guard,warrior,ice,"[""Spear Art"", ""Discipline"", ""Pierce""]","[""Knocks the enemy into the air with a spear, with a [color=orange]75%[/color] chance to [color=red]decrease Defense[/color] for 1 turn."", ""[b]Increases the chance of Dual Attack[/b] by [color=orange]10%[/color]. [b]Combat Readiness of all allies increases[/b] by 25% and the caster is granted [color=#1080e5]increased Attack[/color] when a [b]Dual Attack[/b] is triggered."", ""Pierces the enemy's weak point with a spear, [b]decreasing Combat Readiness[/b] by [color=orange]50%[/color].""]","['', '', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""[b]Skill cooldown is decreased[/b] by 2 turns.""]"
c3006,Bask,knight,ice,"[""Protective Strike"", ""Shield Blow"", ""Will of Protection""]","[""Slashes with a sword, with a [color=orange]75%[/color] chance to [color=red]decrease Attack[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""Attacks with a shield, with a [color=orange]100%[/color] chance to [b]dispel all buffs[/b]. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""Covers all allies with the Will of Protection, granting [color=#1080e5]immunity[/color] for 3 turns, before granting a [color=#1080e5]Barrier[/color] to the caster for 3 turns. Barrier strength increases proportional to the [b]caster's max Health[/b].""]","['', '3 turns', '5 turns']","['', 'Soulburn (10 souls)', '']","["""", ""[b]Skill cooldown is decreased[/b] by 2 turns."", """"]"
c3122,Helen,knight,ice,"[""Blunt Strike"", ""Wild Swing"", ""Sword of Grace""]","[""Attacks the enemy before [b]increasing Combat Readiness[/b] of a random ally except for the caster by [color=orange]15%[/color]. Damage dealt increases proportional to the [b]caster's Defense[/b]."", ""Attacks the enemy before [color=#1080e5]increasing Defense[/color] of the caster for 2 turns and [b]recovers Health[/b]. Damage dealt increases proportional to the [b]caster's Defense[/b], and amount recovered increases proportional to the [b]caster's max Health[/b]."", ""Adopts a [color=#1080e5]counterattacking[/color] stance for 3 turns, and grants [color=#1080e5]increased Speed[/color] and a [color=#1080e5]barrier[/color] to all allies except for the caster for 2 turns. Barrier strength increases proportional to the [b]caster's Defense[/b]. After suffering an attack that targets all allies, decreases skill cooldown by 2 turns.""]","['', '3 turns', '7 turns']","['Soulburn (10 souls)', '', '']","[""Combat Readiness increase effect will be applied to all allies."", """", """"]"
c3002,Taranor Royal Guard,knight,ice,"[""Sword of the Kingdom"", ""Shield Deflect"", ""Strike""]","[""Attacks with a sword, with a [color=orange]50%[/color] chance to [color=red]provoke[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""The caster [b]reflects[/b] [color=orange]50%[/color] of the damage suffered from a critical hit to the attacker. Reflected damage can't be higher than caster's max Health."", ""Jumps towards the enemy and attacks them, [b]dispelling[/b] all buffs and [b]absorbing[/b] all damage as Health. Damage dealt increases proportional to the [b]caster's max Health[/b].""]","['', '', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c3012,Alexa,assassin,ice,"[""Fell"", ""Cold Edge"", ""Crushing Blow""]","[""Attacks the enemy by cutting with dual-wielded swords. A critical hit will activate Lightning Bolt as an [b]extra attack[/b]. Lightning Bolt can only be activated once per turn of the caster. Lightning Bolt ( [color=#1080e5]Acquire 1 Soul[/color] ): Rapidly attacks the enemy by cutting with dual-wielded swords."", ""Attacks the enemy with a cold blade, with a [color=orange]100%[/color] chance to inflict two [color=red]poison[/color] effects for 2 turns, and [b]increases the caster's Combat Readiness[/b] by 30%."", ""Attacks the enemy continuously, dealing damage proportional to the [b]number of debuffs[/b] inflicted on the enemy.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Ignores Effect Resistance."", """"]"
c3132,Muwi,assassin,ice,"[""Leap Strike"", ""Coldhearted Management"", ""Wind Cutter""]","[""Leaps to attack the enemy, with a [color=orange]50%[/color] chance to inflict [color=red]bleeding[/color] for 2 turns."", ""After the foremost ally is attacked, [b]counterattacks[/b] with Blade Flurry, and when all allies are Ice elemental heroes, [b]increases Combat Readiness[/b] of all allies by 10%. Blade Flurry takes priority over a [b]counterattack[/b] with a basic skill and can only be activated once every 2 turns. [b]Blade Flurry[/b] : Attacks the enemy with a swordstorm, [color=red]decreasing Attack[/color] for 2 turns."", ""Attacks all enemies with a sword, with a [color=orange]75%[/color] chance to [color=red]decrease Defense[/color] for 2 turns. [color=#1080e5]Increases Attack[/color] of the caster for 2 turns.""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c3164,Ragnvald,assassin,ice,"[""Leap Cut"", ""Power of Bonds"", ""Desperate""]","[""Attacks the enemy with a sword, and [b]recovers Health[/b] of the caster. When Pernilla is on the ally team, triggers a [b]Dual Attack[/b] from Pernilla. Amount recovered increases proportional to the [b]caster's Attack[/b]."", ""At the end of the turn, [b]increases Combat Readiness[/b] of the caster by 15%. At the start of battle, when Pernilla is on the ally team, [b]increases Effectiveness[/b] and [b]Effect Resistance[/b] of the caster and Pernilla by [color=orange]100%[/color]. The rate of this effect does not change after it is activated."", ""Attacks the enemy with a sword, [b]dispelling two buffs[/b] and [color=red]decreasing Defense[/color] for 2 turns.""]","['', '', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Grants an [b]extra turn[/b].""]"
c4142,Serene Purity Adin,assassin,ice,"[""Ankle Cut"", ""Crystal Clear Soul"", ""Frozen Winter Cut""]","[""Attacks the enemy with a sword, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.When using Ankle Cut, [b]increases Combat Readiness[/b] of the caster by [color=orange]10%[/color]. When using Ankle Cut, [b]increases Combat Readiness[/b] of the ally with the hightest Attack by [color=orange]5%[/color]."", ""When the ally with the highest Attack starts their turn, [b]gains 1 Focus[/b]. After attacking on the caster's turn, when Focus is full, [b]consumes all Focus[/b], activating Glacial Strike. [b]Glacial Strike[/b] : Attacks [b]all enemies[/b], with a 50% chance to [color=red]decrease Defense[/color] for 2 turns, and grants [color=#1080e5]Torrent[/color] to the ally with the highest Attack.Increases damage dealt by Glacial Strike by [color=orange]10%[/color]."", ""Attacks the enemy repeatedly, with a [color=orange]100%[/color] chance to [color=red]decrease Speed[/color] for 2 turns, and [color=#1080e5]increases Speed[/color] of all allies for 2 turns.Whn using Frozen Winter Cut, has a [color=orange]100%[/color] chance to [b]dispel one debuff[/b] from the caster and the ally with the highest Attack except for the caster.""]","['', '', '3 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100%."", """", """"]"
c4012,Summer's Disciple Alexa,assassin,ice,"[""Fell"", ""Cold Edge"", ""Glistening Summer Strike""]","[""Attacks the enemy by cutting with dual-wielded swords. A critical hit will activate Lightning Bolt as an [b]extra attack[/b]. Lightning Bolt can only be activated once per turn of the caster. Lightning Bolt ( [color=#1080e5]Acquire 1 Soul[/color] ): Rapidly attacks the enemy by cutting with dual-wielded swords.When using Fell, [b]increases Combat Readiness[/b] of the caster by [color=orange]10%[/color]."", ""Attacks the enemy with a cold blade, with a [color=orange]100%[/color] chance to inflict two [color=red]poison[/color] effects for 2 turns, and [b]increases the caster's Combat Readiness[/b] by 30%.Increases damage dealt by Cold Edge by [color=orange]10%[/color]. When using Cold Edge, [b]increases Combat Readiness[/b] by an additional [color=orange]20%[/color]."", ""Attacks the enemy with a powerful spike, and [color=#1080e5]increases Attack[/color] of the caster for 3 turns. Damage dealt increases proportional to the [b]number of debuffs[/b] inflicted on the target.When using Lgistening Summer Spike, increases damage dealt by [color=orange]5%[/color] of the [b]target's max Health[/b]. When using Glistening Summer Spike, a critical hit has a [color=orange]100%[/color] chance to [b]decrease cooldown[/b] of the skill by 1 turn.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Ignores Effect Resistance."", """"]"
c3102,Ian,ranger,ice,"[""Enhanced Fire"", ""Combat Support"", ""High-Density Explosive Cube""]","[""Fires an enhanced pistol, with a [color=orange]75%[/color] chance to [b]dispel one buff[/b] from the enemy."", ""Supports all allies using an enhancement cube, granting [color=#1080e5]increased Attack[/color] for 2 turns. Grants an [b]extra turn[/b] to the caster."", ""Attacks all enemies with powerful explosives, with a [color=orange]100%[/color] chance to [b]dispel one buff[/b], before a 75% chance to [color=red]decrease hit Chance[/color] for 2 turns. Grants the caster [color=#1080e5]skill nullifier[/color] once.""]","['', '4 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c4062,Muse Rima,ranger,ice,"[""Quick Shot"", ""Lullaby Arrow"", ""Hopeful Hymn""]","[""Attacks with a quick shot of an arrow. A critical hit will [b]decrease the caster's skill cooldown[/b] by 1 turn.Increases damage dealt by Quick Shot by [color=orange]5%[/color]. When using Quick Shot, if all allies are Ice elemental, has a [color=orange]100%[/color] chance to [b]increase Combat Readiness[/b] of the ally with the highest Attack by 5%. When using Quick Shot, has a [color=orange]75%[/color] chance to [color=red]decrease Speed[/color] of the target for 1 turn."", ""Shoots an arrow infused with a sleep toxin, with a [color=orange]100%[/color] chance to put them to [color=red]sleep[/color] for 1 turn.When using Lullaby Arrow, if all allies are Ice elemental, has a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] of the target for 2 turns. When using Lullaby Arrow, a critical hit has a has a [color=orange]100%[/color] chance to [b]decrease Combat Readiness[/b] of the target by 10%."", ""Encourages an ally except for the caster, [b]decreasing skill cooldowns[/b] by 3 turns and [color=#1080e5]increasing Attack[/color] for 2 turns.When using Hopeful Hymn, if all allies are Ice elemental, has a [color=orange]100%[/color] chance to [color=#1080e5]increase Speed[/color] of the target for 2 turns.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Grants an [b]extra turn[/b]."", """"]"
c3062,Rima,ranger,ice,"[""Quick Shot"", ""Lullaby Arrow"", ""War Hymn""]","[""Attacks with a quick shot of an arrow. A critical hit will [b]decrease the caster's skill cooldown[/b] by 1 turn."", ""Shoots an arrow infused with a sleep toxin, with a [color=orange]100%[/color] chance to put them to [color=red]sleep[/color] for 1 turn."", ""Encourages an ally except for the caster, [b]decreasing skill cooldowns[/b] by 3 turns.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Grants an [b]extra turn[/b]."", """"]"
c3052,Jena,mage,ice,"[""Cold Blow"", ""Coerce"", ""Cold Snap""]","[""Attacks with a staff, with a 35% chance to [color=red]stun[/color] for 1 turn."", ""Casts weakening magic, with a [color=orange]100%[/color] chance each to [b]decrease buff durations[/b] of all enemies by 1 turn and inflict [color=red]frostbite[/color] for 2 turns. Grants [color=#1080e5]immunity[/color] to all allies for 2 turns."", ""Attacks [b]all enemies[/b] with frost magic, with a [color=orange]75%[/color] chance to [color=red]decrease Defense[/color] for 2 turns before a [color=orange]100%[/color] chance to [b]decrease Combat Readiness[/b] by 20%.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Grants an extra turn."", """"]"
c3072,Mistychain,mage,ice,"[""Vampirism"", ""Banshee's Curse"", ""Life Drain""]","[""Claws at the enemy, [b]absorbing[/b] some of the damage to [b]heal[/b] all allies."", ""Casts a spell at the enemy, with a [color=orange]100%[/color] chance each to make them [color=red]unhealable[/color] and [color=red]decrease Attack[/color] for 2 turns."", ""Attacks by [b]absorbing[/b] the enemy's life force. Some of the damage dealt is absorbed to [b]heal[/b] all allies. When the enemy is defeated, grants [color=#1080e5]revive[/color] for 2 turns to the ally with the lowest Health.""]","['', '3 turns', '6 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c4052,Shepherd Jena,mage,ice,"[""Cold Blow"", ""Coerce"", ""Punishing Light""]","[""Attacks with a staff, with a 35% chance to [color=red]stun[/color] for 1 turn.Increases Cold Blow's [color=red]stun[/color] effect chance by [color=orange]5%[/color]. After using Cold Blow, when the target has [color=red]frostbite[/color], [b]decreases Combat Readiness[/b] of the target by [color=orange]20%[/color]."", ""Casts weakening magic, with a [color=orange]100%[/color] chance each to [b]decrease buff durations[/b] of all enemies by 1 turn and inflict [color=red]frostbite[/color] for 2 turns. Grants [color=#1080e5]immunity[/color] to all allies for 2 turns.When using Coerce, has a [color=orange]100%[/color] chance to [b]increase Combat Readiness[/b] of the ally with the highest Attack except for the caster by 15%."", ""Attacks all enemies with frost magic, with a [color=orange]75%[/color] chance to [color=red]decrease Defense[/color] for 2 turns before a [color=orange]100%[/color] chance to [b]decrease Combat Readiness[/b] by a random amount between 20% and 40%.Increases Punishing Light's [color=red]decrease Defense[/color] effect chance by [color=orange]5%[/color]. Increase damage dealt by Punishing Light by [color=orange]10%[/color]. After using Punishing Light, when the target has [color=red]frostbite[/color], has a [color=orange]30%[/color] chance to [color=red]silence[/color] the target for 1 turn.""]","['', '3 turns', '4 turns']","['', 'Soulburn (20 souls)', '']","["""", ""Grants an extra turn."", """"]"
c1018,Aither,manauser,ice,"[""Whispering Spirit"", ""Guard"", ""Spirit's Call""]","[""Attacks the enemy with spirit power, with a [color=orange]50%[/color] chance to [color=red]decrease Speed[/color] for 2 turns."", ""[b]Recovers an ally's Health[/b] with water energy and [b]dispels two debuffs[/b], before [b]increasing Combat Readiness[/b] of the caster by 20%. Amount recovered increases proportional to the [b]target's max Health[/b]."", ""[b]Recovers Health[/b] of all allies and grants a [color=#1080e5]barrier[/color] for 2 turns with spirit power. Amount recovered and barrier strength increases proportional to the [b]target's max Health[/b].""]","['', '2 turns', '3 turns']","['', 'Soulburn (10 souls)', '']","["""", ""Increases the amount recovered."", """"]"
c4042,Angelic Montmorancy,manauser,ice,"[""Sleep Sorcery"", ""Purification"", ""Earnest Prayer""]","[""Attacks the enemy with water energy, with a [color=orange]75%[/color] chance to put them to [color=red]sleep[/color] for 1 turn.When using Purification, has a [color=orange]10%[/color] chance to grant [color=#1080e5]continuous healing[/color] to all allies for 1 turn. When using Purification, has a [color=orange]20%[/color] chance to [b]dispel one additional debuff[/b]. When using Purification, if the caster's Effect Resistance is 100% or more, [b]increases Combat Readiness[/b] of the caster by [color=orange]10%[/color]. At the start of the turn, when the caster does not have a debuff, has a [color=orange]50%[/color] chance to fully [b]decrease cooldown[/b] of Purification. When using Purification, has a [color=orange]100%[/color] chance to [b]recover Health[/b] of all allies by an additional 10% regardless of having debuffs inflicted or not.""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Effect is granted to all allies.""]"
c3042,Montmorancy,manauser,ice,"[""Sleep Sorcery"", ""Purification"", ""Watery Curtain""]","[""Attacks the enemy with water energy, with a [color=orange]75%[/color] chance to put them to [color=red]sleep[/color] for 1 turn."", ""[b]Dispels one debuff[/b] from all allies and [b]heals[/b] debuffed allies. Amount recovered is proportional to the [b]ally's max Health[/b]."", ""[b]Recover's ally's Health[/b] and grants [color=#1080e5]immunity[/color] for 2 turns, before [b]increasing the caster's Combat Readiness[/b] by 50%. Amount recovered increases proportional to the [b]ally's max Health[/b].""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Effect is granted to all allies.""]"
c3093,Ains,warrior,earth,"[""Gazelle Punch"", ""Gash"", ""Ram""]","[""Punches the enemy, with a 50% chance to use Satisfying Strike instead of Gazelle Strike. Satisfying Strike: Attacks the enemy, a successful hit always results in a critical hit."", ""When attacked, has a [color=orange]50%[/color] chance to [b]counterattack[/b]."", ""Punches the enemy, with a [color=orange]100%[/color] chance to [color=red]stun[/color] for 2 turns.""]","['', '', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Increases damage dealt.""]"
c3023,Helga,warrior,earth,"[""Armor Rend"", ""Attack Chain"", ""Cry of Victory""]","[""Attacks with an axe, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns."", ""Strongly slams the enemy with an axe, with a 60% chance to [color=red]decrease Defense[/color] for 2 turns. A critical hit will [b]extend any buffs[/b] granted to the caster by 1 turn."", ""Encourages allies, [color=#1080e5]increasing Attack[/color] for 2 turns before [b]increasing Combat Readiness[/b] of the caster by 50%.""]","['', '2 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Extends duration of buffs granted by this skill by 1 turn.""]"
c4023,Mercenary Helga,warrior,earth,"[""Armor Rend"", ""Attack Chain"", ""Cry of Victory""]","[""Attacks with an axe, with a [color=orange]50%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.Increases damage dealt by Armor Rend by [color=orange]10%[/color]."", ""Strongly slams the enemy with an axe, with a 60% chance to [color=red]decrease Defense[/color] for 2 turns. A critical hit will [b]extend any buffs[/b] granted to the caster by 1 turn.When using Attack Chain, if all allies are Earth elemental, [b]increases Combat Readiness[/b] of the ally with the highest Attack by [color=orange]30%[/color]. When using Attack Chain, if all allies are Earth elemental, increases effect chance of [color=red]Decrease Defense[/color] by [color=orange]20%[/color]."", ""Encourages all allies, [color=#1080e5]increasing Attack[/color] and [b]Effectiveness[/b] for 2 turns before [b]increasing Combat Readiness[/b] of the caster by 50%.When using Cry of Victory, has a [color=orange]10%[/color] chance to extend duration of [color=#1080e5]increased Attack[/color] to 3 turns.""]","['', '2 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Extends duration of buffs granted by this skill by 1 turn.""]"
c3033,Mucacha,warrior,earth,"[""Ancient Spear Art"", ""Wild"", ""Enlightened Blow""]","[""Attacks with a spear, [b]increasing Combat Readiness[/b] of the caster by [color=orange]20%[/color]. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""[b]Increases Speed[/b] by [color=orange]2%[/color] each time the caster attacks an enemy. Effect can only stack up to 5 times."", ""Attacks with a fatal blow, with a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns, before [color=#1080e5]increasing Speed[/color] of the caster for 2 turns. Damage dealt increases proportional to the [b]caster's Speed[/b].""]","['', '', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Grants an [b]extra turn[/b].""]"
c3123,Christy,knight,earth,"[""Sword of Protection"", ""Oath Shield"", ""Hymn of Courage""]","[""Attacks the enemy, with a [color=orange]75%[/color] chance to [color=red]provoke[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's max Health[/b]."", ""After being attacked, when the caster does not have a debuff, [b]increases Combat Readiness[/b] of the caster and the ally in the back row by [color=orange]20%[/color]. Can only be activated once per turn. At the start of the first battle, [b]increases Effect Resistance[/b] of the ally in the back row by 50% of the caster's Effect Resistance. The rate of this effect does not change after it is activated, and this effect is dispelled only when the ally in the back row is defeated. When the caster is in the back row, the effect is not activated."", ""[color=#1080e5]Increases Attack[/color] of all allies for 2 turns. [color=#1080e5]Increases Defense[/color] of the caster for 2 turns and [b]recovers Health[/b]. Amount recovered increases proportional to the [b]caster's max Health[/b].""]","['', '1 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""[b]Skill cooldown is decreased[/b] by 2 turns.""]"
c4003,Falconer Kluri,knight,earth,"[""Light Step"", ""Magic Resist"", ""Fluri, Attack!""]","[""Strikes in the direction of the enemy, [b]increasing Combat Readiness[/b] of the caster by [color=orange]20%[/color]. Damage dealt increases proportional to the [b]caster's Defense[/b].Has a [color=orange]100%[/color] chance to inflict [b]resource reduction[/b] on the target by 40% when using Light Step on the caster's turn. When using Light Step, [b]increases Combat Readiness[/b] by an additional [color=orange]5%[/color]. When using Light Step, has a [color=orange]100%[/color] chance to [b]increase Combat Readiness[/b] of a random ally by 10%."", ""[b]Recovers10%Health[/b] Recovers [color=orange]10%[/color] Health of the caster at the beginning of every turn.When Magic Resist is activated, if the caster is at full Health, grants a [color=#1080e5]barrier[/color] equivalent to [color=orange]5%[/color] of [b]max Health[/b] for 2 turns. When Magic Resist is activated, [b]recover Health[/b] of all allies by [color=orange]2%[/color]."", ""Fluri flies towards the enemy, with a [color=orange]75%[/color] chance to dispel all buffs, before a [color=orange]100%[/color] chance to [color=red]provoke[/color] and [color=red]decrease Defense[/color] the enemy for 2 turns.Increases Fluri, Attack!'s [b]buff dispel[/b] chance by [color=orange]25%[/color].""]","['', '', '5 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c3003,Kluri,knight,earth,"[""Light Step"", ""Magic Resist"", ""Fortitude""]","[""Strikes in the direction of the enemy, [b]increasing Combat Readiness[/b] of the caster by [color=orange]20%[/color]. Damage dealt increases proportional to the [b]caster's Defense[/b]."", ""[b]Recovers10%Health[/b] Recovers [color=orange]10%[/color] Health of the caster at the beginning of every turn."", ""Has a [color=orange]100%[/color] chance to [color=red]provoke[/color] and [color=red]decrease Defense[/color] the enemy for 2 turns.""]","['', '', '5 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c4123,Silvertide Christy,knight,earth,"[""Sword of Protection"", ""Oath Shield"", ""Dragon Knight's Cheer""]","[""Attacks the enemy, with a [color=orange]75%[/color] chance to [color=red]provoke[/color] for 1 turn. Damage dealt increases proportional to the [b]caster's max Health[/b].Increase damage dealt by Sword of Protection by [color=orange]10%[/color]. When using Sword of Perception, if the caster does not have a debuff, increases [color=red]provoke[/color] effect chance by [color=orange]25%[/color]."", ""After being attacked, when the caster does not have a debuff, [b]increases Combat Readiness[/b] of the caster and the ally in the back row by [color=orange]20%[/color]. Can only be activated once per turn. At the start of the first battle, [b]increases Effect Resistance[/b] of the ally in the back row by 50% of the caster's Effect Resistance. The rate of this effect does not change after it is activated, and this effect is dispelled only when the ally in the back row is defeated. When the caster is in the back row, the effect is not activated.With Oath Shield's effect, [b]increases Combat Readiness[/b] increase effect of the ally in the back row by [color=orange]5%[/color]."", ""[color=#1080e5]Increases Attack[/color] of all allies for 2 turns. [color=#1080e5]Increases Defense[/color] and [color=#1080e5]Effectiveness[/color] of the caster for 2 turns and [b]recovers Health[/b]. Amount recovered increases proportional to the [b]caster's Max Health[/b].Increases amount recovered by Dragon Knight's Cheer by [color=orange]20%[/color].""]","['', '1 turns', '4 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""[b]Skill cooldown is decreased[/b] by 2 turns.""]"
c3143,Adin,assassin,earth,"[""Ankle Cut"", ""Blade Gust"", ""Lightning Bolt""]","[""Attacks the enemy with a sword, [b]increasing Combat Readiness[/b] of the caster by 20%."", ""Attacks [b]all enemies[/b] with a blade gust, with an 80% chance to make them [color=red]unable to be buffed[/color] for 2 turns. When there are three or fewer enemies, [b]damage dealt increases with fewer enemies[/b]."", ""Attacks the enemy repeatedly, granting [color=#1080e5]increased Attack[/color] and [color=#1080e5]Weakness Shared[/color] to the caster for 2 turns. A critical hit has a [color=orange]100%[/color] chance to [color=red]decrease Defense[/color] for 2 turns.""]","['', '3 turns', '4 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""[b]Ignores Effect Resistance[/b].""]"
c3157,Ezra,assassin,earth,"[""Take This!"", ""Slayer's Bond"", ""Leave Me Alone""]","[""Attacks the enemy with a sword, with a [color=orange]75%[/color] chance to [color=red]decrease Attack[/color] for 1 turn. A successful attack deals 1,000 [b]fixed damage[/b] for [b]each debuff[/b] inflicted on the target at the end of the turn."", ""When the foremost ally uses a non-attack skill, [b]increase Combat Readiness[/b] of the caster by [color=orange]20%[/color]. Can only be activated once every 2 turns."", ""Attacks all enemies by wielding a sword, with a [color=orange]100%[/color] chance to make them [color=red]unhealable[/color], [color=red]restrict[/color], and [color=red]decrease Hit Chance[/color] for 2 turns. A successful attack deals 1,500 [b]fixed damage[/b] for [b]each debuff[/b] inflicted on the target at the end of the turn.""]","['', '2 turns', '4 turns']","['Soulburn (10 souls)', '', '']","[""Increases effect chance to 100%."", """", """"]"
c3133,Orte,assassin,earth,"[""Vital Point Slash"", ""Overflowing Enthusiasm"", ""No Mercy for the Weak""]","[""Attacks the enemy with a sword. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""When the caster is at max Health at the start of the turn, grants [color=#1080e5]perception[/color] to the caster for 1 turn. After attacking, if the caster has [color=#1080e5]perception[/color] and when the enemy is not an Elite of Boss monster, [color=#1080e5]increases Attack[/color] of the caster for 1 turn and activates the same skill as an [b]extra attack[/b]. Effect after attacking can only be activated once every [color=orange]1[/color] turn(s)."", ""Attacks the enemy with a swift swordstorm. [b]Penetrates[/b] the target's Defense by 30%. When the Speed of the Caster is greater than the Speed of the target, penetration rate increases proportional to the difference, op to a maximum of 70%. Damage dealt increases proportional to the [b]Speed of the caster[/b].""]","['', '1 turns', '5 turns']","['', '', 'Soulburn (10 souls)']","["""", """", ""Skill cooldown is decreased by 2 turns.""]"
c4013,Righteous Thief Roozid,assassin,earth,"[""Hemorrhage"", ""Wind Slash"", ""Moonlight Roar""]","[""Cuts the enemy with dual-wielded swords, with a [color=orange]50%[/color] chance to [color=red]decrease Speed[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's Speed[/b].Increases Wind Slash's [color=red]decrease Attack[/color] effect chance by [color=orange]25%[/color]. When using Wind Slash, has a 75% chance to [b]decrease Combat Readiness[/b] of the target by [color=orange]15%[/color]."", ""Attacks with a swordstorm, with a [color=orange]50%[/color] chance to [color=red]decrease Attack[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's Speed[/b].When using Moonlight Roar, [b]increases Combat Readiness[/b] of target with 50% or less Combat Readiness by an additional [color=orange]5%[/color].""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Grants an [b]extra turn[/b].""]"
c3013,Roozid,assassin,earth,"[""Hemorrhage"", ""Wind Slash"", ""Divine Response""]","[""Cuts the enemy with dual-wielded swords, with a [color=orange]50%[/color] chance to [color=red]decrease Speed[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""Attacks with a swordstorm, with a [color=orange]50%[/color] chance to [color=red]decrease Attack[/color] for 2 turns. Damage dealt increases proportional to the [b]caster's Speed[/b]."", ""Corrects stance, [b]increasing Combat Readiness[/b] of all allies by [color=orange]20%[/color] and [color=#1080e5]increasing their Speed[/color] for 2 turns.""]","['', '2 turns', '3 turns']","['', '', 'Soulburn (20 souls)']","["""", """", ""Grants an [b]extra turn[/b].""]"
